	URL	Nome
0	https://www.fut.gg/players/268534-andy-diouf/24-50600182/	Andy Diouf
1	https://www.fut.gg/players/256107-alistair-johnston/24-50587755/	Alistair Johnston
2	https://www.fut.gg/players/190149-de-marcos/24-67299013/	De Marcos
3	https://www.fut.gg/players/251752-lucas-chevalier/24-67360616/	Lucas Chevalier
4	https://www.fut.gg/players/232075-rose-lavelle/24-50563723/	Rose Lavelle
5	https://www.fut.gg/players/267234-kerolin-nicoli/24-67376098/	Kerolin Nicoli
6	https://www.fut.gg/players/246356-estefania-banini/24-67355220/	Estefania Banini
7	https://www.fut.gg/players/224458-diogo-jota/24-84110538/	Diogo Jota
8	https://www.fut.gg/players/246430-dusan-vlahovic/24-50578078/	Dusan Vlahovic
9	https://www.fut.gg/players/265249-lauren-james/24-84151329/	Lauren James
10	https://www.fut.gg/players/265674-selma-bacha/24-84151754/	Selma Bacha
11	https://www.fut.gg/players/231521-exequiel-palacios/24-84117601/	Exequiel Palacios
12	https://www.fut.gg/players/226268-federico-dimarco/24-67335132/	Federico Dimarco
13	https://www.fut.gg/players/186146-danny-welbeck/24-50517794/	Danny Welbeck
14	https://www.fut.gg/players/197781-isco/24-67306645/	Isco
15	https://www.fut.gg/players/197781-isco/24-84083861/	Isco
16	https://www.fut.gg/players/241852-moussa-diaby/24-50573500/	Moussa Diaby
17	https://www.fut.gg/players/241852-moussa-diaby/24-67350716/	Moussa Diaby
18	https://www.fut.gg/players/231943-richarlison/24-50563591/	Richarlison
19	https://www.fut.gg/players/231943-richarlison/24-67340807/	Richarlison
20	https://www.fut.gg/players/209846-christian-gunter/24-50541494/	Christian Gunter
21	https://www.fut.gg/players/209846-christian-gunter/24-67318710/	Christian Gunter
22	https://www.fut.gg/players/224422-jeremie-boga/24-50556070/	Jeremie Boga
23	https://www.fut.gg/players/227796-christian-pulisic/24-50559444/	Christian Pulisic
24	https://www.fut.gg/players/272001-ramirez/24-50603649/	Ramirez
25	https://www.fut.gg/players/232656-theo-hernandez/24-84118736/	Theo Hernandez
26	https://www.fut.gg/players/224293-ruben-neves/24-50555941/	Ruben Neves
27	https://www.fut.gg/players/199110-luis-muriel/24-50530758/	Luis Muriel
28	https://www.fut.gg/players/229558-dayot-upamecano/24-67338422/	Dayot Upamecano
29	https://www.fut.gg/players/229558-dayot-upamecano/24-84115638/	Dayot Upamecano
30	https://www.fut.gg/players/201153-morata/24-67310017/	Morata
31	https://www.fut.gg/players/248243-eduardo-camavinga/24-67357107/	Eduardo Camavinga
32	https://www.fut.gg/players/186537-cristhian-stuani/24-67295401/	Cristhian Stuani
33	https://www.fut.gg/players/201153-morata/24-84087233/	Morata
34	https://www.fut.gg/players/248243-eduardo-camavinga/24-50579891/	Eduardo Camavinga
35	https://www.fut.gg/players/242458-artem-dovbyk/24-84128538/	Artem Dovbyk
36	https://www.fut.gg/players/208722-sadio-mane/24-67317586/	Sadio Mane
37	https://www.fut.gg/players/210008-adrien-rabiot/24-50541656/	Adrien Rabiot
38	https://www.fut.gg/players/243715-william-saliba/24-50575363/	William Saliba
39	https://www.fut.gg/players/226166-nordi-mukiele/24-50557814/	Nordi Mukiele
40	https://www.fut.gg/players/229261-denis-zakaria/24-50560909/	Denis Zakaria
41	https://www.fut.gg/players/268303-deyna-castellanos/24-50599951/	Deyna Castellanos
42	https://www.fut.gg/players/225126-ellyes-skhiri/24-50556774/	Ellyes Skhiri
43	https://www.fut.gg/players/235790-kai-havertz/24-50567438/	Kai Havertz
44	https://www.fut.gg/players/226161-marcos-llorente/24-50557809/	Marcos Llorente
45	https://www.fut.gg/players/247090-enzo-fernandez/24-67355954/	Enzo Fernandez
46	https://www.fut.gg/players/233419-raphinha/24-50565067/	Raphinha
47	https://www.fut.gg/players/231410-brahim/24-50563058/	Brahim
48	https://www.fut.gg/players/237086-kim-min-jae/24-50568734/	Kim Min Jae
49	https://www.fut.gg/players/265860-julie-dufour/24-50597508/	Julie Dufour
50	https://www.fut.gg/players/226998-magdalena-eriksson/24-50558646/	Magdalena Eriksson
51	https://www.fut.gg/players/217870-giovanni-di-lorenzo/24-67326734/	Giovanni Di Lorenzo
52	https://www.fut.gg/players/247679-victor-boniface/24-117688191/	Victor Boniface
53	https://www.fut.gg/players/241788-mehdi-taremi/24-50573436/	Mehdi Taremi
54	https://www.fut.gg/players/237692-phil-foden/24-50569340/	Phil Foden
55	https://www.fut.gg/players/247246-khephren-thuram/24-50578894/	Khephren Thuram
56	https://www.fut.gg/players/239085-erling-haaland/24-67347949/	Erling Haaland
57	https://www.fut.gg/players/240311-luca-zidane/24-50571959/	Luca Zidane
58	https://www.fut.gg/players/228093-marcus-thuram/24-50559741/	Marcus Thuram
